Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
8-ALIPARK,DOMESTICO,2022/08/31,"5,611,699","1,057"
8-ALIPARK,NO DOMESTICO,2022/08/31,"295,897",71
9-FLORIDA ALTA,COMERCIAL,2022/08/31,"312,716",33
9-FLORIDA ALTA,DOMESTICO,2022/08/31,"12,159,841","2,048"
9-FLORIDA ALTA,NO DOMESTICO,2022/08/31,"587,947",198
BACAROT,COMERCIAL,2022/08/31,"11,248",2
BACAROT,DOMESTICO,2022/08/31,"4,231,211",243
BACAROT,NO DOMESTICO,2022/08/31,"4,069,979",42
FONTCALENT,DOMESTICO,2022/08/31,"7,917,665",334
FONTCALENT,NO DOMESTICO,2022/08/31,"360,124",8
LA ALCORAYA,DOMESTICO,2022/08/31,"3,602,426",212
LA ALCORAYA,NO DOMESTICO,2022/08/31,"863,070",2
LA CAÑADA,COMERCIAL,2022/08/31,"77,349",1
LA CAÑADA,DOMESTICO,2022/08/31,"15,964,668",709
LA CAÑADA,NO DOMESTICO,2022/08/31,"11,340,532",23
MONNEGRE,DOMESTICO,2022/08/31,"5,001,915",105
MONNEGRE,NO DOMESTICO,2022/08/31,"34,847",1
MORALET,DOMESTICO,2022/08/31,"18,722,352",799
MORALET,NO DOMESTICO,2022/08/31,"382,795",22
PDA VALLONGA,DOMESTICO,2022/08/31,"4,182,745",147
REBOLLEDO,COMERCIAL,2022/08/31,"7,346",1
REBOLLEDO,DOMESTICO,2022/08/31,"9,712,422",542
REBOLLEDO,NO DOMESTICO,2022/08/31,"746,091",21
SANTA FAZ,COMERCIAL,2022/08/31,"172,986",4
SANTA FAZ,DOMESTICO,2022/08/31,"7,642,063",371
SANTA FAZ,NO DOMESTICO,2022/08/31,"5,164,389",33
TABARCA,COMERCIAL,2022/08/31,,
TABARCA,DOMESTICO,2022/08/31,"1,656,552",140
TABARCA,NO DOMESTICO,2022/08/31,"1,175,898",20
VERDEGAS,COMERCIAL,2022/08/31,"10,554",2
VERDEGAS,DOMESTICO,2022/08/31,"3,609,016",205
VERDEGAS,NO DOMESTICO,2022/08/31,"92,554",5
VILLAFRANQUEZA,COMERCIAL,2022/08/31,"13,633",6
VILLAFRANQUEZA,DOMESTICO,2022/08/31,"14,658,036","1,357"
VILLAFRANQUEZA,NO DOMESTICO,2022/08/31,"1,594,727",105
10-FLORIDA BAJA,COMERCIAL,2022/09/30,"473,061",92
10-FLORIDA BAJA,DOMESTICO,2022/09/30,"26,937,055","4,674"
10-FLORIDA BAJA,NO DOMESTICO,2022/09/30,"5,125,379",412
11-CIUDAD DE ASIS,COMERCIAL,2022/09/30,"2,300,901",94
11-CIUDAD DE ASIS,DOMESTICO,2022/09/30,"15,112,271","2,429"
11-CIUDAD DE ASIS,NO DOMESTICO,2022/09/30,"17,412,342",541
12-POLIGONO BABEL,COMERCIAL,2022/09/30,"884,423",71
12-POLIGONO BABEL,DOMESTICO,2022/09/30,"37,532,504","5,730"
12-POLIGONO BABEL,NO DOMESTICO,2022/09/30,"5,232,909",266
13-SAN GABRIEL,COMERCIAL,2022/09/30,"154,010",28
13-SAN GABRIEL,DOMESTICO,2022/09/30,"14,573,654","2,180"
13-SAN GABRIEL,NO DOMESTICO,2022/09/30,"1,595,849",157
14-ENSANCHE DIPUTACION,COMERCIAL,2022/09/30,"1,870,026",344
14-ENSANCHE DIPUTACION,DOMESTICO,2022/09/30,"32,481,016","6,959"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/09/30,"19,417,825","1,201"
15-POLIGONO SAN BLAS,COMERCIAL,2022/09/30,"741,452",101
15-POLIGONO SAN BLAS,DOMESTICO,2022/09/30,"65,767,875","9,061"
15-POLIGONO SAN BLAS,NO DOMESTICO,2022/09/30,"15,795,086",341
16-PLA DEL BON REPOS,COMERCIAL,2022/09/30,"333,995",78
16-PLA DEL BON REPOS,DOMESTICO,2022/09/30,"30,438,699","5,701"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/09/30,"4,429,951",318
17-CAROLINAS ALTAS,COMERCIAL,2022/09/30,"597,076",134
17-CAROLINAS ALTAS,DOMESTICO,2022/09/30,"44,255,480","7,340"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/09/30,"10,927,262",662
18-CAROLINAS BAJAS,COMERCIAL,2022/09/30,"182,023",61
18-CAROLINAS BAJAS,DOMESTICO,2022/09/30,"19,026,279","3,260"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/09/30,"1,430,512",289
19-GARBINET,COMERCIAL,2022/09/30,"836,826",88
19-GARBINET,DOMESTICO,2022/09/30,"37,953,817","5,359"
19-GARBINET,NO DOMESTICO,2022/09/30,"8,225,365",268
1-BENALUA,COMERCIAL,2022/09/30,"587,065",136
1-BENALUA,DOMESTICO,2022/09/30,"22,944,189","4,454"
1-BENALUA,NO DOMESTICO,2022/09/30,"3,178,588",514
20-RABASA,COMERCIAL,2022/09/30,"35,648",6
20-RABASA,DOMESTICO,2022/09/30,"6,784,759",975
20-RABASA,NO DOMESTICO,2022/09/30,"4,107,860",68
21-TOMBOLA,COMERCIAL,2022/09/30,"43,144",7
21-TOMBOLA,DOMESTICO,2022/09/30,"6,539,468",987
21-TOMBOLA,NO DOMESTICO,2022/09/30,"140,492",53
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2022/09/30,"2,287,534",109
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/09/30,"8,230,428","1,699"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/09/30,"6,607,723",356
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2022/09/30,"25,461",8
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2022/09/30,"4,348,449","1,015"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2022/09/30,"230,780",70
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2022/09/30,"224,197",65
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/09/30,"21,133,614","3,850"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/09/30,"1,854,946",397
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2022/09/30,"377,388",63
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/09/30,"23,590,852","3,849"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/09/30,"1,845,428",280
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2022/09/30,"8,475",10
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2022/09/30,"4,447,422",714
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2022/09/30,"546,350",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2022/09/30,"146,373",16
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2022/09/30,"8,499,152","1,528"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2022/09/30,"594,666",63
28-EL PALMERAL,COMERCIAL,2022/09/30,"91,519",19
28-EL PALMERAL,DOMESTICO,2022/09/30,"4,584,050",717
28-EL PALMERAL,NO DOMESTICO,2022/09/30,"15,546,661",65
29-URBANOVA,COMERCIAL,2022/09/30,"400,040",9
29-URBANOVA,DOMESTICO,2022/09/30,"4,984,699","1,351"
29-URBANOVA,NO DOMESTICO,2022/09/30,"1,230,445",31
2-SAN ANTON,COMERCIAL,2022/09/30,"45,671",14
2-SAN ANTON,DOMESTICO,2022/09/30,"4,883,274",845
2-SAN ANTON,NO DOMESTICO,2022/09/30,"509,666",88
30-DIVINA PASTORA,COMERCIAL,2022/09/30,"170,128",23
30-DIVINA PASTORA,DOMESTICO,2022/09/30,"4,274,720",592
30-DIVINA PASTORA,NO DOMESTICO,2022/09/30,"1,652,798",131
31-CIUDAD JARDIN,COMERCIAL,2022/09/30,"2,062",1
31-CIUDAD JARDIN,DOMESTICO,2022/09/30,"3,467,088",360
31-CIUDAD JARDIN,NO DOMESTICO,2022/09/30,"578,813",10
32-VIRGEN DEL REMEDIO,COMERCIAL,2022/09/30,"100,245",23
32-VIRGEN DEL REMEDIO,DOMESTICO,2022/09/30,"31,283,687","5,283"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2022/09/30,"2,375,788",122
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2022/09/30,"716,503",26
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2022/09/30,"16,140,039","2,554"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/09/30,"1,208,013",96
34-COLONIA REQUENA,COMERCIAL,2022/09/30,"55,739",8
34-COLONIA REQUENA,DOMESTICO,2022/09/30,"2,238,233",399
34-COLONIA REQUENA,NO DOMESTICO,2022/09/30,"21,527",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/09/30,107,1
35-VIRGEN DEL CARMEN,DOMESTICO,2022/09/30,"3,853,988",496
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/09/30,"309,777",17
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/09/30,391,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/09/30,"1,312,003",240
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/09/30,"121,749",14
37-JUAN XXIII,COMERCIAL,2022/09/30,"1,438,648",13
37-JUAN XXIII,DOMESTICO,2022/09/30,"14,089,364","2,133"
37-JUAN XXIII,NO DOMESTICO,2022/09/30,"3,439,765",42
38-VISTAHERMOSA,COMERCIAL,2022/09/30,"662,917",22
38-VISTAHERMOSA,DOMESTICO,2022/09/30,"18,875,787","2,149"
38-VISTAHERMOSA,NO DOMESTICO,2022/09/30,"10,009,731",130
39-ALBUFERETA,COMERCIAL,2022/09/30,"509,533",60
39-ALBUFERETA,DOMESTICO,2022/09/30,"44,911,832","7,609"
39-ALBUFERETA,NO DOMESTICO,2022/09/30,"14,320,954",327
3-CENTRO,COMERCIAL,2022/09/30,"3,656,301",304
3-CENTRO,DOMESTICO,2022/09/30,"16,726,547","3,533"
3-CENTRO,NO DOMESTICO,2022/09/30,"8,618,539","1,036"
40-CABO DE LAS HUERTAS,COMERCIAL,2022/09/30,"317,794",35
40-CABO DE LAS HUERTAS,DOMESTICO,2022/09/30,"51,459,458","6,431"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2022/09/30,"7,145,780",173
41-PLAYA DE SAN JUAN,COMERCIAL,2022/09/30,"2,508,361",172
41-PLAYA DE SAN JUAN,DOMESTICO,2022/09/30,"96,106,812","14,653"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2022/09/30,"13,935,414",494
4-MERCADO,COMERCIAL,2022/09/30,"805,446",168
4-MERCADO,DOMESTICO,2022/09/30,"26,400,992","5,057"
4-MERCADO,NO DOMESTICO,2022/09/30,"4,856,645",635
53-POLIGONO ATALAYAS,COMERCIAL,2022/09/30,"354,461",35
53-POLIGONO ATALAYAS,NO DOMESTICO,2022/09/30,"6,045,507",152
54-POLIGONO VALLONGA,COMERCIAL,2022/09/30,"1,656,553",56
54-POLIGONO VALLONGA,NO DOMESTICO,2022/09/30,"6,949,366",213
55-PUERTO,COMERCIAL,2022/09/30,"90,604",5
55-PUERTO,NO DOMESTICO,2022/09/30,"4,857,980",17
56-DISPERSOS,DOMESTICO,2022/09/30,"63,889",3
56-DISPERSOS,NO DOMESTICO,2022/09/30,"306,326",5
5-CAMPOAMOR,COMERCIAL,2022/09/30,"480,535",71
5-CAMPOAMOR,DOMESTICO,2022/09/30,"26,099,600","4,477"
5-CAMPOAMOR,NO DOMESTICO,2022/09/30,"2,790,090",343
6-LOS ANGELES,COMERCIAL,2022/09/30,"597,279",68
6-LOS ANGELES,DOMESTICO,2022/09/30,"27,430,430","4,418"
6-LOS ANGELES,NO DOMESTICO,2022/09/30,"2,073,176",355
7-SAN AGUSTIN,COMERCIAL,2022/09/30,"27,965",3
7-SAN AGUSTIN,DOMESTICO,2022/09/30,"4,405,183",659
7-SAN AGUSTIN,NO DOMESTICO,2022/09/30,"908,221",36
8-ALIPARK,COMERCIAL,2022/09/30,"25,466",12
8-ALIPARK,DOMESTICO,2022/09/30,"5,274,881","1,059"
8-ALIPARK,NO DOMESTICO,2022/09/30,"229,017",72
9-FLORIDA ALTA,COMERCIAL,2022/09/30,"311,454",33
9-FLORIDA ALTA,DOMESTICO,2022/09/30,"11,929,683","2,034"
9-FLORIDA ALTA,NO DOMESTICO,2022/09/30,"793,299",197
BACAROT,COMERCIAL,2022/09/30,"12,863",2
BACAROT,DOMESTICO,2022/09/30,"2,676,976",243
BACAROT,NO DOMESTICO,2022/09/30,"3,710,754",42
FONTCALENT,DOMESTICO,2022/09/30,"5,962,187",336
FONTCALENT,NO DOMESTICO,2022/09/30,"402,505",8
LA ALCORAYA,DOMESTICO,2022/09/30,"2,241,913",210
LA ALCORAYA,NO DOMESTICO,2022/09/30,"448,119",2
LA CAÑADA,COMERCIAL,2022/09/30,"37,770",1
LA CAÑADA,DOMESTICO,2022/09/30,"9,637,615",719
LA CAÑADA,NO DOMESTICO,2022/09/30,"12,188,429",23
MONNEGRE,DOMESTICO,2022/09/30,"2,759,229",106
MONNEGRE,NO DOMESTICO,2022/09/30,"10,593",1
MORALET,DOMESTICO,2022/09/30,"11,494,873",795
MORALET,NO DOMESTICO,2022/09/30,"259,307",22
PDA VALLONGA,DOMESTICO,2022/09/30,"2,704,443",146
REBOLLEDO,COMERCIAL,2022/09/30,"26,019",1
REBOLLEDO,DOMESTICO,2022/09/30,"6,193,553",544
REBOLLEDO,NO DOMESTICO,2022/09/30,"743,657",21
SANTA FAZ,COMERCIAL,2022/09/30,"96,540",4
SANTA FAZ,DOMESTICO,2022/09/30,"6,082,318",372
SANTA FAZ,NO DOMESTICO,2022/09/30,"4,002,131",33
TABARCA,COMERCIAL,2022/09/30,,
TABARCA,DOMESTICO,2022/09/30,"742,826",143
TABARCA,NO DOMESTICO,2022/09/30,"673,885",21
VERDEGAS,COMERCIAL,2022/09/30,"6,822",2
VERDEGAS,DOMESTICO,2022/09/30,"2,358,840",206
VERDEGAS,NO DOMESTICO,2022/09/30,"63,416",5
VILLAFRANQUEZA,COMERCIAL,2022/09/30,"13,962",6
VILLAFRANQUEZA,DOMESTICO,2022/09/30,"12,278,171","1,362"
VILLAFRANQUEZA,NO DOMESTICO,2022/09/30,"3,596,974",106
10-FLORIDA BAJA,COMERCIAL,2022/10/31,"524,753",94
10-FLORIDA BAJA,DOMESTICO,2022/10/31,"28,132,081","4,678"
10-FLORIDA BAJA,NO DOMESTICO,2022/10/31,"5,585,286",414
11-CIUDAD DE ASIS,COMERCIAL,2022/10/31,"2,085,833",97
11-CIUDAD DE ASIS,DOMESTICO,2022/10/31,"15,678,710","2,417"
11-CIUDAD DE ASIS,NO DOMESTICO,2022/10/31,"17,456,809",541
12-POLIGONO BABEL,COMERCIAL,2022/10/31,"910,440",72
12-POLIGONO BABEL,DOMESTICO,2022/10/31,"39,239,782","5,747"
12-POLIGONO BABEL,NO DOMESTICO,2022/10/31,"5,667,190",267
13-SAN GABRIEL,COMERCIAL,2022/10/31,"168,818",27
13-SAN GABRIEL,DOMESTICO,2022/10/31,"15,163,024","2,182"
13-SAN GABRIEL,NO DOMESTICO,2022/10/31,"2,058,277",157
14-ENSANCHE DIPUTACION,COMERCIAL,2022/10/31,"1,915,869",347
14-ENSANCHE DIPUTACION,DOMESTICO,2022/10/31,"37,458,979","6,970"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/10/31,"20,678,192","1,209"
15-POLIGONO SAN BLAS,COMERCIAL,2022/10/31,"721,529",101
15-POLIGONO SAN BLAS,DOMESTICO,2022/10/31,"68,456,738","9,120"
15-POLIGONO SAN BLAS,NO DOMESTICO,2022/10/31,"16,058,808",342
16-PLA DEL BON REPOS,COMERCIAL,2022/10/31,"319,606",80
16-PLA DEL BON REPOS,DOMESTICO,2022/10/31,"31,310,751","5,699"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/10/31,"3,066,153",318
17-CAROLINAS ALTAS,COMERCIAL,2022/10/31,"623,626",136
17-CAROLINAS ALTAS,DOMESTICO,2022/10/31,"46,277,033","7,359"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/10/31,"11,182,420",667
18-CAROLINAS BAJAS,COMERCIAL,2022/10/31,"168,052",62
18-CAROLINAS BAJAS,DOMESTICO,2022/10/31,"19,417,986","3,255"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/10/31,"1,402,105",288
19-GARBINET,COMERCIAL,2022/10/31,"989,479",89
19-GARBINET,DOMESTICO,2022/10/31,"39,847,065","5,362"
19-GARBINET,NO DOMESTICO,2022/10/31,"9,743,690",269
1-BENALUA,COMERCIAL,2022/10/31,"601,153",136
1-BENALUA,DOMESTICO,2022/10/31,"24,532,512","4,452"
1-BENALUA,NO DOMESTICO,2022/10/31,"3,291,190",514
20-RABASA,COMERCIAL,2022/10/31,"35,757",6
20-RABASA,DOMESTICO,2022/10/31,"7,149,567",976
20-RABASA,NO DOMESTICO,2022/10/31,"3,715,246",68
21-TOMBOLA,COMERCIAL,2022/10/31,"44,512",7
21-TOMBOLA,DOMESTICO,2022/10/31,"6,747,731",987
21-TOMBOLA,NO DOMESTICO,2022/10/31,"149,551",53
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2022/10/31,"2,432,458",109
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/10/31,"8,410,143","1,704"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/10/31,"6,757,142",358
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2022/10/31,"36,129",8
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2022/10/31,"4,391,679","1,016"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2022/10/31,"216,963",70
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2022/10/31,"231,593",65
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/10/31,"22,268,445","3,850"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/10/31,"1,957,074",399
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2022/10/31,"419,986",61
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/10/31,"24,758,836","3,849"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/10/31,"1,910,067",281
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2022/10/31,"6,011",10
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2022/10/31,"4,454,439",715
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2022/10/31,"350,767",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2022/10/31,"135,282",16
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2022/10/31,"8,759,460","1,530"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2022/10/31,"647,998",63
28-EL PALMERAL,COMERCIAL,2022/10/31,"107,951",19
28-EL PALMERAL,DOMESTICO,2022/10/31,"4,538,417",718
28-EL PALMERAL,NO DOMESTICO,2022/10/31,"14,312,406",64
29-URBANOVA,COMERCIAL,2022/10/31,"343,519",9
29-URBANOVA,DOMESTICO,2022/10/31,"4,145,869","1,351"
29-URBANOVA,NO DOMESTICO,2022/10/31,"1,070,756",32
2-SAN ANTON,COMERCIAL,2022/10/31,"50,944",14
2-SAN ANTON,DOMESTICO,2022/10/31,"5,107,599",849
2-SAN ANTON,NO DOMESTICO,2022/10/31,"534,955",88
30-DIVINA PASTORA,COMERCIAL,2022/10/31,"178,107",23
30-DIVINA PASTORA,DOMESTICO,2022/10/31,"4,402,570",592
30-DIVINA PASTORA,NO DOMESTICO,2022/10/31,"1,723,361",132
31-CIUDAD JARDIN,COMERCIAL,2022/10/31,"3,306",1
31-CIUDAD JARDIN,DOMESTICO,2022/10/31,"3,181,066",360
31-CIUDAD JARDIN,NO DOMESTICO,2022/10/31,"587,150",10
32-VIRGEN DEL REMEDIO,COMERCIAL,2022/10/31,"112,126",23
32-VIRGEN DEL REMEDIO,DOMESTICO,2022/10/31,"32,217,907","5,286"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2022/10/31,"2,532,934",122
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2022/10/31,"830,555",26
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2022/10/31,"16,611,934","2,559"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/10/31,"1,337,152",96
34-COLONIA REQUENA,COMERCIAL,2022/10/31,"79,682",8
34-COLONIA REQUENA,DOMESTICO,2022/10/31,"2,297,001",401
34-COLONIA REQUENA,NO DOMESTICO,2022/10/31,"14,309",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/10/31,"1,971",1
35-VIRGEN DEL CARMEN,DOMESTICO,2022/10/31,"3,653,750",498
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/10/31,"86,631",18
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/10/31,"1,268",3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/10/31,"1,337,394",240
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/10/31,"139,921",15
37-JUAN XXIII,COMERCIAL,2022/10/31,"1,624,535",13
37-JUAN XXIII,DOMESTICO,2022/10/31,"14,035,523","2,131"
37-JUAN XXIII,NO DOMESTICO,2022/10/31,"3,322,085",42
38-VISTAHERMOSA,COMERCIAL,2022/10/31,"727,392",22
38-VISTAHERMOSA,DOMESTICO,2022/10/31,"18,767,773","2,149"
38-VISTAHERMOSA,NO DOMESTICO,2022/10/31,"10,336,204",132
39-ALBUFERETA,COMERCIAL,2022/10/31,"450,271",60
39-ALBUFERETA,DOMESTICO,2022/10/31,"41,462,682","7,615"
39-ALBUFERETA,NO DOMESTICO,2022/10/31,"14,301,643",329
3-CENTRO,COMERCIAL,2022/10/31,"3,759,630",308
3-CENTRO,DOMESTICO,2022/10/31,"18,162,362","3,543"
3-CENTRO,NO DOMESTICO,2022/10/31,"8,448,213","1,034"
40-CABO DE LAS HUERTAS,COMERCIAL,2022/10/31,"354,344",36
40-CABO DE LAS HUERTAS,DOMESTICO,2022/10/31,"48,759,291","6,433"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2022/10/31,"6,778,068",173
41-PLAYA DE SAN JUAN,COMERCIAL,2022/10/31,"2,187,819",171
41-PLAYA DE SAN JUAN,DOMESTICO,2022/10/31,"87,305,347","14,563"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2022/10/31,"15,136,958",494
4-MERCADO,COMERCIAL,2022/10/31,"883,660",166
4-MERCADO,DOMESTICO,2022/10/31,"28,769,249","5,060"
4-MERCADO,NO DOMESTICO,2022/10/31,"5,057,455",634
53-POLIGONO ATALAYAS,COMERCIAL,2022/10/31,"314,108",34
53-POLIGONO ATALAYAS,NO DOMESTICO,2022/10/31,"6,169,696",152
54-POLIGONO VALLONGA,COMERCIAL,2022/10/31,"1,369,790",57
54-POLIGONO VALLONGA,NO DOMESTICO,2022/10/31,"6,692,435",212
55-PUERTO,COMERCIAL,2022/10/31,"38,256",4
55-PUERTO,NO DOMESTICO,2022/10/31,"4,008,802",17
56-DISPERSOS,DOMESTICO,2022/10/31,"92,301",3
56-DISPERSOS,NO DOMESTICO,2022/10/31,"278,645",5
5-CAMPOAMOR,COMERCIAL,2022/10/31,"789,681",74
5-CAMPOAMOR,DOMESTICO,2022/10/31,"27,489,513","4,487"
5-CAMPOAMOR,NO DOMESTICO,2022/10/31,"2,823,954",344
6-LOS ANGELES,COMERCIAL,2022/10/31,"537,001",67
6-LOS ANGELES,DOMESTICO,2022/10/31,"28,185,706","4,424"
6-LOS ANGELES,NO DOMESTICO,2022/10/31,"2,017,125",356
7-SAN AGUSTIN,COMERCIAL,2022/10/31,"32,670",3
7-SAN AGUSTIN,DOMESTICO,2022/10/31,"4,540,163",659
7-SAN AGUSTIN,NO DOMESTICO,2022/10/31,"1,071,351",36
8-ALIPARK,COMERCIAL,2022/10/31,"25,390",12
8-ALIPARK,DOMESTICO,2022/10/31,"5,539,904","1,060"
8-ALIPARK,NO DOMESTICO,2022/10/31,"383,643",72
9-FLORIDA ALTA,COMERCIAL,2022/10/31,"323,544",33
9-FLORIDA ALTA,DOMESTICO,2022/10/31,"12,508,125","2,032"
9-FLORIDA ALTA,NO DOMESTICO,2022/10/31,"865,588",198
BACAROT,COMERCIAL,2022/10/31,"9,700",2
BACAROT,DOMESTICO,2022/10/31,"2,306,310",242
BACAROT,NO DOMESTICO,2022/10/31,"3,952,922",42
FONTCALENT,DOMESTICO,2022/10/31,"4,354,528",336
FONTCALENT,NO DOMESTICO,2022/10/31,"387,781",8
LA ALCORAYA,DOMESTICO,2022/10/31,"1,697,772",217
LA ALCORAYA,NO DOMESTICO,2022/10/31,"11,651",2
LA CAÑADA,COMERCIAL,2022/10/31,"106,284",1
LA CAÑADA,DOMESTICO,2022/10/31,"8,146,615",753
LA CAÑADA,NO DOMESTICO,2022/10/31,"12,689,041",24
MONNEGRE,DOMESTICO,2022/10/31,"1,678,744",106
MONNEGRE,NO DOMESTICO,2022/10/31,"7,916",1
MORALET,DOMESTICO,2022/10/31,"9,152,302",793
MORALET,NO DOMESTICO,2022/10/31,"242,382",22
PDA VALLONGA,DOMESTICO,2022/10/31,"2,045,739",145
REBOLLEDO,COMERCIAL,2022/10/31,"21,818",1
REBOLLEDO,DOMESTICO,2022/10/31,"4,975,691",544
REBOLLEDO,NO DOMESTICO,2022/10/31,"485,083",21
SANTA FAZ,COMERCIAL,2022/10/31,"66,082",4
SANTA FAZ,DOMESTICO,2022/10/31,"5,123,772",373
SANTA FAZ,NO DOMESTICO,2022/10/31,"4,342,606",33
TABARCA,COMERCIAL,2022/10/31,,
TABARCA,DOMESTICO,2022/10/31,"448,561",126
TABARCA,NO DOMESTICO,2022/10/31,"432,017",20
VERDEGAS,COMERCIAL,2022/10/31,"6,728",2
VERDEGAS,DOMESTICO,2022/10/31,"2,081,410",225
VERDEGAS,NO DOMESTICO,2022/10/31,"52,713",6
VILLAFRANQUEZA,COMERCIAL,2022/10/31,"13,578",6
VILLAFRANQUEZA,DOMESTICO,2022/10/31,"10,894,444","1,355"
VILLAFRANQUEZA,NO DOMESTICO,2022/10/31,"5,442,024",106
10-FLORIDA BAJA,COMERCIAL,2022/11/30,"509,815",94
10-FLORIDA BAJA,DOMESTICO,2022/11/30,"27,456,684","4,685"
10-FLORIDA BAJA,NO DOMESTICO,2022/11/30,"5,177,907",415
11-CIUDAD DE ASIS,COMERCIAL,2022/11/30,"2,335,915",97
11-CIUDAD DE ASIS,DOMESTICO,2022/11/30,"15,164,680","2,425"
11-CIUDAD DE ASIS,NO DOMESTICO,2022/11/30,"17,663,342",537
12-POLIGONO BABEL,COMERCIAL,2022/11/30,"847,824",76
12-POLIGONO BABEL,DOMESTICO,2022/11/30,"38,490,136","5,755"
12-POLIGONO BABEL,NO DOMESTICO,2022/11/30,"5,685,346",267
13-SAN GABRIEL,COMERCIAL,2022/11/30,"179,778",27
13-SAN GABRIEL,DOMESTICO,2022/11/30,"14,703,418","2,177"
13-SAN GABRIEL,NO DOMESTICO,2022/11/30,"1,816,591",157
14-ENSANCHE DIPUTACION,COMERCIAL,2022/11/30,"1,795,374",345
14-ENSANCHE DIPUTACION,DOMESTICO,2022/11/30,"38,152,150","6,980"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/11/30,"17,119,752","1,212"
15-POLIGONO SAN BLAS,COMERCIAL,2022/11/30,"775,587",102
15-POLIGONO SAN BLAS,DOMESTICO,2022/11/30,"68,220,945","9,135"
15-POLIGONO SAN BLAS,NO DOMESTICO,2022/11/30,"15,599,055",343
