barrio,tipo_anomalia,year,month,water_table_depth_m,monthly_change_m,precip_mm,precip_adjusted_wt_change,water_table_zscore,wt_rising_anomaly,source
56-DISPERSOS,enganche,2022,5,3.45,-0.507,26.2,-0.192,-0.61,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,6,3.58,-0.371,7.8,-0.277,-0.47,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,7,3.88,-0.297,3.8,-0.251,-0.13,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,8,3.8,-0.28,1.2,-0.266,-0.22,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,9,3.3,-0.261,45.7,0.288,-0.78,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,10,2.96,-0.37,51.0,0.242,-1.16,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,11,3.28,-0.333,32.2,0.053,-0.8,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,12,3.44,-0.367,30.4,-0.002,-0.62,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,1,3.26,-0.355,27.0,-0.032,-0.82,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,2,3.26,-0.313,29.0,0.035,-0.82,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,3,3.54,-0.266,19.0,-0.038,-0.51,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,4,3.3,-0.329,36.3,0.106,-0.78,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,5,3.47,-0.275,17.0,-0.071,-0.59,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,6,3.66,-0.183,10.3,-0.059,-0.38,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,7,3.64,-0.453,3.8,-0.407,-0.4,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,8,3.61,-0.419,4.8,-0.362,-0.43,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,9,3.02,-0.383,40.2,0.099,-1.09,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,10,2.92,-0.4,54.0,0.248,-1.2,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,11,3.24,-0.315,37.9,0.14,-0.84,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2023,12,3.18,-0.329,27.6,0.002,-0.91,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,1,3.4,-0.363,29.5,-0.008,-0.67,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,2,3.48,-0.441,21.8,-0.18,-0.58,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,3,3.68,-0.295,12.1,-0.149,-0.36,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,4,3.31,-0.31,26.1,0.004,-0.77,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,5,3.0,-0.316,35.8,0.114,-1.11,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,6,3.35,-0.381,15.5,-0.195,-0.72,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,7,3.52,-0.529,0.1,-0.528,-0.53,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,8,3.53,-0.454,2.5,-0.424,-0.52,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,9,2.9,-0.37,40.5,0.116,-1.22,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,10,2.74,-0.262,52.6,0.369,-1.4,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,11,3.14,-0.339,34.6,0.076,-0.96,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2024,12,3.26,-0.446,20.1,-0.204,-0.82,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,1,5.2,-0.425,28.4,-0.084,1.33,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,2,5.48,-0.186,7.3,-0.099,1.64,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,3,5.35,-0.293,23.4,-0.012,1.5,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,4,5.17,-0.515,29.4,-0.162,1.3,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,5,5.26,-0.349,33.6,0.054,1.4,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,6,5.62,-0.037,4.6,0.018,1.8,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,7,5.5,-0.162,10.3,-0.039,1.67,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,8,5.8,0.096,-1.5,0.079,2.0,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,9,4.99,-0.703,41.8,-0.201,1.1,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,10,4.88,-0.695,45.8,-0.146,0.98,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,11,5.29,-0.43,30.2,-0.068,1.43,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2022,12,5.46,-0.228,19.9,0.011,1.62,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,1,5.32,-0.292,19.3,-0.06,1.47,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,2,5.52,-0.25,12.7,-0.098,1.69,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,3,5.41,-0.254,17.7,-0.042,1.57,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,4,5.37,-0.309,23.4,-0.028,1.52,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,5,5.45,-0.306,20.1,-0.064,1.61,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,6,5.6,-0.037,0.9,-0.026,1.78,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,7,5.62,0.012,1.8,0.033,1.8,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,8,5.61,-0.134,5.8,-0.064,1.79,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,9,5.25,-0.407,32.8,-0.014,1.39,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,10,5.04,-0.705,53.8,-0.06,1.16,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,11,5.36,-0.435,33.7,-0.031,1.51,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2023,12,5.14,-0.436,32.8,-0.042,1.27,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,1,5.42,-0.226,18.3,-0.006,1.58,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,2,5.2,-0.441,27.7,-0.109,1.33,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,3,5.16,-0.398,23.9,-0.111,1.29,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,4,5.24,-0.405,35.0,0.014,1.38,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,5,5.35,-0.35,18.7,-0.126,1.5,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,6,5.62,-0.089,9.5,0.025,1.8,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,7,5.45,-0.198,6.3,-0.123,1.61,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,8,5.57,-0.062,10.8,0.068,1.74,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,9,5.02,-0.62,36.0,-0.189,1.13,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,10,4.9,-0.853,56.5,-0.175,1.0,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,11,5.26,-0.433,34.2,-0.023,1.4,0,IGME SINAS Masa 080.006 (synthetic)
TABARCA,contador_roto,2024,12,5.32,-0.296,24.2,-0.006,1.47,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,1,3.55,-0.414,27.0,-0.09,-0.5,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,2,3.49,-0.49,21.8,-0.228,-0.57,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,3,3.63,-0.392,27.9,-0.057,-0.41,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,4,3.54,-0.388,29.1,-0.038,-0.51,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,5,3.69,-0.33,22.8,-0.057,-0.34,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,6,4.04,0.044,5.7,0.113,0.04,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,7,4.02,0.033,2.1,0.058,0.02,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,8,3.89,-0.022,4.1,0.028,-0.12,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,9,3.24,-0.69,51.3,-0.074,-0.84,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,10,3.29,-0.685,40.4,-0.2,-0.79,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,11,3.45,-0.618,40.4,-0.133,-0.61,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2022,12,3.63,-0.358,30.3,0.006,-0.41,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,1,3.53,-0.441,31.1,-0.069,-0.52,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,2,3.59,-0.357,21.4,-0.1,-0.46,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,3,3.41,-0.572,27.6,-0.241,-0.66,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,4,3.75,-0.251,27.2,0.075,-0.28,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,5,3.64,-0.348,22.3,-0.081,-0.4,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,6,3.94,-0.168,5.5,-0.102,-0.07,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,7,3.99,-0.012,0.6,-0.005,-0.01,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,8,3.59,-0.365,13.4,-0.204,-0.46,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,9,3.2,-0.779,44.5,-0.244,-0.89,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,10,3.08,-0.962,50.0,-0.362,-1.02,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,11,3.53,-0.508,33.6,-0.104,-0.52,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2023,12,3.69,-0.221,18.5,0.002,-0.34,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,1,3.48,-0.428,23.0,-0.152,-0.58,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,2,3.65,-0.321,17.0,-0.117,-0.39,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,3,3.87,-0.156,17.5,0.054,-0.14,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,4,3.68,-0.304,24.9,-0.006,-0.36,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,5,3.66,-0.316,26.9,0.007,-0.38,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,6,3.86,-0.177,10.8,-0.048,-0.16,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,7,4.06,0.037,-0.2,0.034,0.07,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,8,4.08,0.007,-2.2,-0.019,0.09,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,9,3.33,-0.741,40.0,-0.261,-0.74,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,10,2.99,-0.9,56.1,-0.227,-1.12,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,11,3.34,-0.645,43.0,-0.13,-0.73,0,IGME SINAS Masa 080.006 (synthetic)
VILLAFRANQUEZA,normal,2024,12,3.79,-0.21,14.2,-0.039,-0.23,0,IGME SINAS Masa 080.006 (synthetic)
