barrio,tipo_anomalia,year,month,lst_mean_c,lst_coldspot_delta_c,lst_neighbor_delta_c,thermal_coldspot_zscore,thermal_neighbor_zscore,cloud_cover_pct,n_valid_pixels,thermal_leak_flag,source
35-VIRGEN DEL CARMEN,reparacion,2023,6,32.1,-4.15,-2.07,-2.69,-2.07,15.8,199,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,7,36.6,-3.31,-2.78,-1.92,-2.78,25.3,109,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,8,39.8,-3.53,-2.41,-2.12,-2.41,20.0,135,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,9,29.6,-2.48,-2.44,-1.17,-2.44,12.0,243,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,10,25.5,-2.51,-1.29,-1.19,-1.29,27.5,176,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,11,17.8,-1.37,-1.66,-0.16,-1.66,24.9,98,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,12,13.2,-2.47,-1.31,-1.16,-1.31,33.8,84,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,1,13.5,-1.26,-1.44,-0.06,-1.44,6.9,217,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,2,15.0,-1.07,-1.3,0.12,-1.3,8.6,96,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,3,17.6,-1.16,-2.0,0.04,-2.0,13.2,222,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,4,22.8,-2.46,-1.48,-1.15,-1.48,17.8,219,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,5,26.6,-2.76,-3.08,-1.41,-3.08,8.1,104,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,6,33.0,-3.71,-2.13,-2.28,-2.13,23.5,157,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,7,41.2,-0.92,0.68,0.25,0.68,32.2,96,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,8,40.2,-1.23,0.32,-0.03,0.32,23.3,172,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,9,30.7,-0.94,1.21,0.24,1.21,11.3,153,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,10,22.7,-1.57,2.68,-0.33,2.68,33.5,154,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,11,18.5,-1.48,1.75,-0.25,1.75,16.5,234,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,12,16.0,-1.35,0.91,-0.14,0.91,17.5,97,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,1,13.0,-0.75,-0.65,0.41,-0.65,25.2,159,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,2,16.6,-1.21,-0.84,-0.01,-0.84,18.7,134,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,3,17.7,-1.38,0.45,-0.16,0.45,14.2,238,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,4,22.4,-1.24,-0.32,-0.04,-0.32,8.7,188,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,5,25.9,-1.34,-0.08,-0.12,-0.08,7.7,128,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,6,30.7,-0.96,-0.1,0.22,-0.1,33.7,241,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,7,41.1,-1.32,0.08,-0.11,0.08,27.3,115,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,8,36.5,-1.58,-0.72,-0.35,-0.72,9.3,236,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,9,30.2,-1.39,0.1,-0.17,0.1,22.8,164,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,10,24.9,-0.66,-0.84,0.49,-0.84,11.5,233,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,11,15.0,-1.08,1.99,0.11,1.99,28.6,139,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,12,14.8,-0.56,-1.37,0.58,-1.37,19.2,216,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,1,12.8,-1.37,-0.99,-0.15,-0.99,30.0,145,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,2,13.9,-1.08,-0.73,0.11,-0.73,15.0,159,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,3,18.8,-0.82,0.55,0.35,0.55,14.0,141,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,4,20.1,-1.62,-0.07,-0.38,-0.07,9.9,146,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,5,26.9,-0.87,-1.22,0.3,-1.22,28.7,172,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,6,30.2,-1.41,0.6,-0.19,0.6,19.5,110,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,7,41.1,-0.67,0.83,0.49,0.83,25.7,237,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,8,37.3,-2.18,-1.69,-0.89,-1.69,17.8,138,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,9,30.1,-1.16,0.22,0.04,0.22,26.2,87,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,10,23.9,-1.38,-0.24,-0.16,-0.24,7.3,109,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,11,19.7,-0.68,0.32,0.48,0.32,8.9,211,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,12,16.4,-1.26,0.06,-0.06,0.06,18.7,238,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,1,13.8,-0.88,-0.25,0.29,-0.25,33.2,132,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,2,15.9,-0.95,-0.12,0.23,-0.12,18.4,99,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,3,18.5,-1.42,1.13,-0.2,1.13,13.2,178,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,4,19.9,-1.18,-0.08,0.01,-0.08,20.3,112,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,5,25.1,-1.13,-0.01,0.06,-0.01,27.8,150,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,6,32.7,-1.24,-0.79,-0.04,-0.79,7.8,230,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,7,39.4,-1.1,-0.96,0.09,-0.96,25.3,199,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,8,38.1,-1.24,-0.03,-0.04,-0.03,5.3,243,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,9,31.7,-1.63,-0.84,-0.39,-0.84,21.6,115,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,10,26.4,-0.41,1.28,0.72,1.28,9.5,87,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,11,17.7,-0.75,-0.26,0.4,-0.26,20.6,244,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,12,15.1,-0.42,-0.08,0.71,-0.08,11.6,223,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,1,14.0,-1.64,-0.11,-0.4,-0.11,11.8,191,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,2,11.9,-0.78,-0.83,0.38,-0.83,34.7,114,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,3,15.0,-1.82,-1.17,-0.56,-1.17,6.3,199,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,4,21.0,-0.28,-1.68,0.84,-1.68,21.0,166,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,5,26.6,-1.42,-0.57,-0.2,-0.57,10.7,239,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,6,31.1,-0.79,-0.2,0.38,-0.2,24.6,216,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,7,36.1,-1.09,-0.24,0.1,-0.24,33.0,187,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,8,36.7,-0.81,0.59,0.35,0.59,31.9,224,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,9,30.9,-1.18,-0.4,0.02,-0.4,34.9,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,10,21.3,-1.22,-0.71,-0.02,-0.71,12.5,223,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,11,16.0,-1.63,-0.77,-0.39,-0.77,16.2,197,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,12,15.0,-2.1,0.47,-0.82,0.47,14.4,108,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,1,10.5,-0.66,-0.62,0.49,-0.62,21.8,119,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,2,11.4,-1.12,-0.25,0.07,-0.25,15.4,227,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,3,16.3,-2.14,-0.77,-0.86,-0.77,19.2,98,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,4,21.2,-1.05,-0.95,0.14,-0.95,24.8,200,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,5,26.1,-0.89,-0.9,0.28,-0.9,17.7,97,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,6,28.8,-0.67,-0.53,0.48,-0.53,11.5,240,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,7,37.9,-1.24,-1.38,-0.04,-1.38,29.9,187,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,8,37.7,-1.66,-0.4,-0.42,-0.4,31.4,81,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,9,29.9,-0.46,-1.57,0.67,-1.57,8.1,148,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,10,23.6,-0.79,-1.75,0.37,-1.75,32.1,241,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,11,18.5,-1.03,-0.35,0.16,-0.35,23.4,249,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,12,11.9,-0.97,-1.23,0.21,-1.23,28.2,91,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,1,12.4,-1.91,-0.02,-0.64,-0.02,9.4,211,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,2,15.1,-1.16,-1.01,0.03,-1.01,8.7,101,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,3,18.3,-1.61,-0.23,-0.37,-0.23,18.4,220,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,4,20.7,-0.98,-1.62,0.2,-1.62,17.7,85,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,5,25.1,-0.85,-1.52,0.32,-1.52,14.6,138,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,6,31.0,-1.1,-0.61,0.09,-0.61,33.8,105,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,7,37.5,-0.73,-0.22,0.43,-0.22,9.9,151,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,8,36.0,-1.46,-0.21,-0.24,-0.21,22.9,195,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,9,29.9,-1.18,-0.71,0.02,-0.71,7.7,107,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,10,24.3,-2.23,0.22,-0.94,0.22,12.5,113,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,11,15.3,-1.19,-0.18,0.01,-0.18,32.2,222,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,12,14.1,-1.0,-0.55,0.18,-0.55,26.0,103,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,1,14.1,-0.63,-1.25,0.52,-1.25,23.1,166,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,2,16.6,-1.84,-0.99,-0.59,-0.99,21.1,172,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,3,18.4,-1.47,-1.64,-0.25,-1.64,23.1,207,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,4,19.0,-1.29,0.03,-0.08,0.03,12.7,167,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,5,25.5,-0.78,0.38,0.38,0.38,25.7,190,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,6,33.3,-1.48,0.22,-0.25,0.22,28.2,141,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,7,39.0,-1.26,1.33,-0.06,1.33,24.5,107,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,8,41.0,-2.11,-0.7,-0.82,-0.7,9.3,201,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,9,30.4,-1.1,1.05,0.09,1.05,21.8,177,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,10,26.7,-1.41,1.04,-0.19,1.04,18.2,184,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,11,18.4,-0.66,-0.22,0.49,-0.22,30.5,158,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2022,12,15.1,-1.16,-0.39,0.04,-0.39,11.0,151,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,1,15.8,-1.8,-0.15,-0.55,-0.15,35.0,226,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,2,16.4,-1.2,0.01,-0.0,0.01,18.1,195,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,3,17.1,-0.95,0.83,0.23,0.83,7.7,121,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,4,19.7,-0.85,0.72,0.32,0.72,31.9,163,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,5,25.5,-0.6,-1.08,0.55,-1.08,23.5,247,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,6,33.5,-1.89,-0.9,-0.63,-0.9,24.7,98,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,7,39.0,-0.99,-0.41,0.19,-0.41,18.7,161,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,8,38.6,-0.98,0.08,0.2,0.08,21.3,237,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,9,31.0,-0.98,-0.48,0.2,-0.48,16.7,134,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,10,24.8,-1.02,-0.0,0.16,-0.0,32.5,220,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,11,16.8,-0.97,0.26,0.21,0.26,11.5,124,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2023,12,14.6,-1.21,0.21,-0.01,0.21,32.6,234,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,1,15.5,-1.49,-1.3,-0.26,-1.3,15.2,234,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,2,13.7,-1.64,-0.07,-0.4,-0.07,20.0,154,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,3,17.7,-1.33,-0.21,-0.12,-0.21,33.7,144,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,4,22.2,-1.47,-0.27,-0.25,-0.27,8.7,104,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,5,27.0,-0.68,1.03,0.47,1.03,31.5,152,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,6,33.0,-1.54,-0.6,-0.31,-0.6,18.7,175,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,7,41.2,-1.65,-0.64,-0.41,-0.64,9.5,182,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,8,38.1,-2.35,-0.87,-1.05,-0.87,10.0,185,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,9,31.9,-2.04,-1.49,-0.76,-1.49,10.0,237,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,10,24.0,-1.18,1.0,0.02,1.0,26.9,212,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,11,19.1,-1.18,1.71,0.02,1.71,20.1,105,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
54-POLIGONO VALLONGA,normal,2024,12,15.8,-0.85,-0.08,0.32,-0.08,32.8,127,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,1,14.0,-1.12,0.17,0.07,0.17,22.2,185,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,2,16.0,-1.83,0.74,-0.57,0.74,27.9,213,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,3,16.6,-1.53,-0.09,-0.3,-0.09,26.7,145,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,4,21.9,-1.72,0.06,-0.48,0.06,17.6,244,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,5,24.9,-0.83,-1.22,0.34,-1.22,30.3,233,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,6,31.8,-2.22,0.59,-0.92,0.59,8.8,124,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,7,38.7,-0.68,-0.04,0.47,-0.04,26.5,86,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,8,38.2,-0.84,0.36,0.33,0.36,23.4,165,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,9,30.7,-1.17,-0.67,0.03,-0.67,12.0,179,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,10,23.2,-0.96,1.62,0.22,1.62,33.7,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,11,20.1,-1.46,-0.43,-0.23,-0.43,19.1,192,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2022,12,14.0,-2.24,1.86,-0.94,1.86,16.2,139,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,1,13.4,-1.57,-0.53,-0.34,-0.53,26.7,118,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,2,15.8,-1.03,-1.49,0.15,-1.49,8.2,135,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,3,19.3,-1.25,-0.17,-0.04,-0.17,25.1,179,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,4,23.9,-1.18,0.55,0.02,0.55,29.9,188,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,5,28.1,-1.25,-0.44,-0.05,-0.44,29.8,236,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,6,30.4,-1.51,-1.04,-0.28,-1.04,11.1,158,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,7,39.9,-1.46,0.47,-0.23,0.47,21.5,161,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,8,39.5,-0.67,-0.25,0.48,-0.25,24.8,208,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,9,32.5,-1.0,1.17,0.18,1.17,20.5,244,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,10,25.6,-1.7,1.29,-0.45,1.29,34.2,248,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,11,20.1,-1.21,0.52,-0.01,0.52,5.5,242,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2023,12,14.4,-1.37,1.17,-0.16,1.17,29.3,213,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,1,15.4,-1.88,0.49,-0.62,0.49,23.3,119,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,2,15.2,-0.77,0.91,0.39,0.91,32.0,209,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,3,20.2,-1.35,-0.24,-0.13,-0.24,31.9,139,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,4,19.5,-0.95,-1.29,0.23,-1.29,12.4,217,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,5,27.6,-1.23,-0.16,-0.02,-0.16,32.2,83,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,6,32.9,-1.22,-0.27,-0.01,-0.27,9.0,103,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,7,39.0,-0.76,2.32,0.4,2.32,32.4,245,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,8,39.5,-1.36,0.16,-0.15,0.16,15.0,173,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,9,29.5,-1.54,-0.42,-0.31,-0.42,22.0,123,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,10,25.4,-1.2,-0.32,0.0,-0.32,10.9,85,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,11,17.7,-0.8,0.84,0.37,0.84,13.8,97,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
55-PUERTO,normal,2024,12,13.8,-1.32,1.33,-0.11,1.33,18.2,171,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,1,16.2,-1.42,-1.03,-0.2,-1.03,19.9,219,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,2,16.4,-2.67,-0.91,-1.34,-0.91,34.4,218,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,3,16.6,-2.39,-0.75,-1.08,-0.75,20.2,181,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
